filename,product_name,price_default,price_card,price_discount,barcode,discount_amount,id_sku,print_datetime,code,additional_info,color,special_symbols,frame_timestamp,x_min,y_min,x_max,y_max,qr_code_barcode,price1_qr,price2_qr,price3_qr,price4_qr,wholesale_level_1_coun,wholesale_level_1_price,wholesale_level_2_count,wholesale_level_2_price,action_price_qr,action_code_qr
26_12-20.mp4,Вино Д' АЛИБЕР Вино Ла Ситель Ред орд. кр. п/ сух. (Франция) 0. 75L,"1684,2","1199,99",нет,3437540053727,-28%,270101794449,20.1.2026 12:12,026017 - 026018,нет,red,К,15833,"485,5","152,9","666,7","416,6",3437540053727,1684.20,1599.99,,1199.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино CHATEAU LE DOUTDIEU Шато ле Бурдьё Крю буржуа Медок выдерж. кр. сух. (Франция) 0. 75L,"2842,1","2039,99",нет,3578850175171,-28%,270101024047,16.02.2026 10:54,01_026005 - 025007,Сухое,red,Ш,17626,"456,9","68,4","631,7","356,8",3578850175171,2842.10,2699.99,,2039.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино PURE ALTITUDE Пино Нуар кр. сух. (Франция) 0. 75L,"2315,78","1499,99",нет,3700619352664,-35%,270101778501,03.02.2026 22:51,025005 - 026007,нет,red,Ш,20188,2078,"1243,8",2362,"1554,1",3700619352664,2315.78,2199.99,,1499.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино PIERRE PLANTEE ординарное кр. сух. (Франция) 0. 75L,"2105,29","1199,99",нет,3259354509500,-43%,270101443432,,026005 - 026007,Сухое,red,К,20188,"2152,2",0,2445,"313,1",3259354509500,2105.29,1999.99,,1199.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино LA BAUME SAINT-PAUL Мерло Пэй Д' ОК IGP кр. сух. (Франция) 0. 75L,"1999,99","1399,99",нет,3500610042638,-30%,270101495864,13.10.2025 17:37,026005 - 026013,Сухое,red,Ш,20188,"382,6","1082,2","557,4","1370,5",3500610042638,1999.99,,,1399.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино LAURENT CHARDIGNY PINOT NOIR AOP Bourgogne сорт. орд. кр. сух. (Франция) 0. 75L,"2421,05","1699,99",нет,3363040800137,-29%,270101680679,16.2.2026 16:54,01_026005 - 026007,Сухое,red,К,20188,"334,5","610,3","535,5","876,8",3363040800137,2421.05,2299.99,,1699.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино ROBERT CHARTON Бордо AOP кр. сух. (Франция) 0. 75L,"1368,42","799,99",нет,3256030010244,-41%,270101364411,24.02.2026 10:52,01_026017 - 026018,Сухое,red,К,20188,"360,8","103,4","561,8","387,4",3256030010244,1368.42,1299.99,,799.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино CLAUDE VAL кр. сух. (Франция) 0. 75L,"1653,68","1427,99",нет,3760040420295,-13%,270101669467,,01_026017 - 026018,Сухое,red,Ш,27156,"2040,2",1843,"2354,3","2099,3",3760040420295,1653.68,1570.99,,1427.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино BANFI Brunello Di Montalcino мароч. кр. сух. (Италия) 0. 75L,"11568,42","5787,99",нет,4690491103135,-49%,270102144940,08.04.2026 1:24,025015 - 025018,Сухое,red,Ш,27156,"2110,4","1138,1","2430,8","1479,2",4690491103135,11568.42,10989.99,,5787.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино LO STRANIERO Пино Неро дель Поджиарелло Эмилия-Романья красное сухое (Италия) 0. 75L,"2315,78","1899,99",нет,8003971003393,-17%,270102679238,,026005 - 026007,Сухое,red,Ш,27156,"2141,4","36,4","2478,4",427,8003971003393,2315.78,2199.99,,1899.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино LE CURIEUX SOMMELIER Мерло сорт. выдерж. кр. сух. (Франция) 0. 75L,"1684,29","1325,99",нет,3263280122351,-21%,270101738426,24.01.2026 12:53,025017 - 025018,Сухое,red,К,27156,"320,4","1514,3","547,7",1783,3263280122351,1684.29,1599.99,,1325.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино TENUTA DI BURCHINO Говерно Аль Узо Тоскана ИГТ кр. п/ сух. (Италия) 0. 75L,"2894,73","1999,99",нет,8002153227824,-30%,270102737116,6.11.2026 16:08,026005 - 026013,Полусухое,red,Ш,27156,"264,6","447,7","436,1","745,4",8002153227824,2894.73,2749.99,,1999.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино PLACIDO Кьянти ординарное сортовое кр. сух. (Италия) 0. 75L,"2105,29","1299,99",нет,8011047030600,-38%,270102362837,,026017 - 025018,Сухое,red,К,40273,"2094,2","1797,5","2436,9","2098,9",8011047030600,2105.29,1999.99,,1299.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино MININI Монтепульчано д' Абруццо ДОК кр. сух. (Италия) 0. 75L,"2105,26","1499,99",нет,8003969315750,-28%,270101075880,нет,025005 - 026007,Сухое,red,К,40273,"2125,2","1155,5",2505,"1549,8",8003969315750,2105.26,1999.99,,1499.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино PRIMASOLE Примитиво Апулия кр. п/ сух.(Италия) 0. 75L,"1894,73","1399,99",нет,4690491103616,-26%,270102082682,,026017 - 025018,Полусухое,red,К,40273,"2156,1","133,7","2511,2","552,8",4690491103616,1894.73,1799.99,,1399.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино LE VIGNE DI SAMMARCO NEGROAMARO IGP кр. п/ сух.(Италия) 0. 75L,"1894,73","1299,99",нет,8051070512049,-31%,270102701074,23.03.2026 15:35,01_026015 - 026016,нет,red,Ш,40273,"242,6","1464,5","456,1","1776,4",8051070512049,1894.73,1799.99,,1299.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино POGGIO TOSCO Россо Тоскано ИГТ сорт. кр. сух. (Италия) 0. 75L,"1578,94","1199,99",нет,8006600103006,-24%,270102770508,03.04.2026 3:08,026015 - 026016,нет,red,К,40273,"194,8","818,1","366,2","1127,2",8006600103006,1578.94,1499.99,,1199.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино LE VIGNE DI SAMMARCO NEGROAMARO IGP кр. п/ сух.(Италия) 0. 75L,"1894,73","1299,99",нет,8051070512049,-31%,270102701074,23.03.2026 15:35,01_026015 - 026016,нет,red,Ш,40273,"242,6","1464,5","456,1","1776,4",8051070512049,1894.73,1799.99,,1299.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино CUVEE 16 кр. п/ сух. (Италия) 0. 75L,"2105,29","1549,99",нет,8008863058710,-26%,270102715431,12.03.2026 12:03,01_026015 - 026016,нет,red,Ш,44372,2146,"545,3","2500,1","918,9",8008863058710,2105.29,1999.99,,1549.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино ASTRALE Неро д' Авола сортовое орд. кр. сух. (Италия) 0. 75L,"1768,42","1399,99",нет,8002793019124,-20%,270102739823,,026005 - 026007,Сухое,red,К,44372,"194,8","559,9","370,6","877,4",8002793019124,1768.42,1679.99,,1399.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино PALAZZO NOBILE Кьянти Ризерва марочное кр. сух. (Италия) 0. 75L,"1578,94","899,99",нет,8009620803314,-43%,270102747655,12.03.2026 12:03,01_026015 - 026016,Сухое,red,К,47549,"223,4","1413,3","442,4","1715,2",8009620803314,1578.94,1499.99,,899.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино TRE PASSO кр. п/сух. (Италия) 0. 75L,"2210,52","1733,99",нет,4690491103463,-21%,270102486484,,026017 - 025018,Полусухое,red,Ш,47549,2396,"1561,3","2680,2","2011,2",4690491103463,2210.52,2099.99,,1733.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино TORREBRUNA Санджовезе Тоскана IGT сортовое кр. п/ сух. (Италия) 0. 75L,"1894,73","1499,99",нет,8002153215920,-20%,270102444439,,,Полусухое,red,К,47549,"2490,7",28,"2745,3","424,6",8002153215920,1894.73,1799.99,,1499.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино STRANAMENTE ординарное кр. п/сух. (Италия) 0. 75L,"1578,94","1349,99",нет,8002153230602,-14%,270102685754,02.02.2026 17:08,025005 - 026007,Полусухое,red,К,47549,"211,5","460,2","436,5",768,8002153230602,1578.94,1499.99,,1349.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино DUCA DI SARAGNAMO сорт. выд. IGT Амтулия Алхимия Примитиво кр. п/сух. (Италия) 0. 75L,"3157,89","2243,99",нет,8009307012503,-28%,270102711492,,026017 - 025018,Полусухое,red,Ш,54056,"2354,8","1452,6","2628,2","1781,9",8009307012503,3157.89,2999.99,,2243.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино ИЛЬ ВАЛАНДРЕА Гуттурнио Суперьоре дель Поджиарелло Эмилия-Романья DOC кр. сух. (Италия) 0. 75L,"2105,26","1699,99",нет,8003971003386,-19%,270102679140,,025005 - 026007,Сухое,red,Ш,54056,"2392,1","259,6","2690,3","663,5",8003971003386,2105.26,1999.99,,1699.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино NOBILOMO Марцемино Эмилия - Романья DOC кр. п/ сл. (Италия) 0. 75L,"1578,94","1149,99",нет,8027625004642,-27%,270102362960,23.03.2026 15:35,01_026015 - 026016,Полусладкое,red,К,54056,236,"1297,2","428,6","1570,6",8027625004642,1578.94,1499.99,,1149.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино SELLATA Примитиво ИГП Алулия сорт. кр. п/сух. (Италия) 0. 75L,"1578,94","1399,99",нет,8054754895391,-11%,270102715493,03.04.2026 3:08,026015 - 026016,Полусухое,red,Ш,54056,236,98,"459,6","383,8",8054754895391,1578.94,1499.99,,1399.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино CIELO Sante Rive Вальполичелла ординар. кр. сух. (Италия) 0. 75L,"2515,73","1699,99",нет,4690491103517,-32%,270102082688,02.03.2026 0:45,025017 - 026018,Сухое,red,К,60820,"2352,8","1480,7","2597,4",1823,4690491103517,2515.78,2389.99,,1699.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино SANTA CRISTINA Тоскана IGT ордин. кр. сух. (Италия) 0. 75L,"2526,39","1999,99",нет,8001935361404,-20%,270102240879,03.04.2026 2:57,025015 - 026016,Сухое,red,К,60820,"2438,4","62,3","2670,7","453,6",8001935361404,2526.39,2399.99,,1999.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино CIELO Sante Rive Бардолино ордин. кр. сух. (Италия) 0. 75L,"1884,2","1223,99",нет,4690491103630,-35%,270102106792,,025017 - 026018,Сухое,red,К,60820,"278,3","1619,2","490,3","1896,4",4690491103630,1884.20,1789.99,,1223.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино Каберне Совиньон ординарное кр. п/сух. (Италия) 0.75L,"1884,2","1223,99",нет,4690491103470,-35%,270102882087,04.03.2026 1:00,025017 - 026018,Полусухое,red,К,60820,"184,6","836,7",368,"1170,9",4690491103470,1884.20,1789.99,,1223.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино ROBERTO SAROTTO Monferrato Rosso Пьемонт DOC кр. сух. (Италия) 0.75L,"1999,99","1631,99",нет,8028752904096,-18%,270102006725,,025017 - 026018,Сухое,red,Ш,60820,"229,4","21,6","457,7","331,3",8028752904096,1999.99,1899.99,,1631.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино REMOLE Тоскана кр. сух. (Италия) 0. 75L,"1999,99","1599,99",нет,4690491210307,-20%,270102086946,,026016 - 026016,нет,red,К,68147,"2019,3","1761,5","2370,3","2056,5",4690491210307,1999.99,1899.99,,1599.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино MAZZEI Poggio Badiola Тоскана выдерж. кр. сух. (Италия) 0.75L,"2631,57","1799,99",нет,8016118511156,-31%,270102535511,,026017 - 026016,Сухое,red,Ш,68147,"2067,7","906,9","2428,8",1291,8016118511156,2631.57,2499.99,,1799.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино ITALO CESCON Каберне Пиаве DOC/DOP сортовое кр. сух. (Италия) 0.75L,"3153,69","1999,99",нет,4610094285489,-36%,270102444427,,026017 - 026016,Сухое,red,Ш,68147,"2072,7","57,5","2413,5","421,2",4610094285489,3153.69,2995.99,,1999.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино TRESCA Nero d' avola сорт. кр. сух. (Италия) 0.75L,"1263,15","899,99",нет,8055731671038,-28%,270102751390,16.02.2026 12:50,21_ПВН,нет,red,нет,68147,"203,5","1334,2","409,5","1608,9",8055731671038,1263.15,1199.99,,899.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино PICCINI Кьянти Ризерва выдерж. кр. сух. (Италия) 0.75L,"1684,19","1299,99",нет,8002793958379,-22%,270102472159,27.02.2026 6:28,01_025017 - 025018,Сухое,red,К,68147,"167,9","573,8","356,1",879,8002793958379,1684.19,1599.99,,1299.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино CASA DEFFRA Колли Беричи Ризерва выд. кр. п/сух. (Италия) 0. 75L,"2526,31","1784,99",нет,4690491203293,-29%,270102742435,,01_026017 - 026016,Полусухое,red,Ш,74808,"1992,7","1746,9","2298,6","2052,8",4690491203293,2526.31,2399.99,,1784.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино CORTEBALDI Кьянти орд сорт. кр. сух. (Италия) 0.75L,"1368,42","999,99",нет,8016608000115,-26%,270102715264,20.02.2026 15:55,01_026015 - 026016,Сухое,red,К,74808,"2040,1","723,8","2377,7",1114,8016608000115,1368.42,1299.99,,999.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино DOMINI VENETI Вальп. Классико Супер. Рипассо ла Казетта выд. кр. сух. (Италия) 0. 75L,"5894,79","3494,99",нет ,4690491116104,-40%,270102735538,03.04.2026 0:06,нет,Полусухое,red,нет,74808,"2071,8",0,"2414,6","349,3",4690491116104,5894.79,5599.99,,3494.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино SANGRE DE TORO Резерва Темпранильо сорт. выд. кр. сух. (Испания) 0. 75L,"1789,47","1199,99",нет,8410113555267,-32%,270102735929,06.03.2026 10:56,01_026015 - 026016,Сухое,red,К,74808,"331,4","1905,1","552,9","2137,2",8410113555267,1789.47,1699.99,,1199.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино 4 VOLTE Rosso кр. сух. (Италия) 0.75L,"1673,68","1199,99",нет,8002793010756,-28%,270102459156,03.04.2026 2:54,025015 - 026016,нет,red,К,74808,"194,3",1325,"405,2","1609,8",8002793010756,1673.68,1589.99,,1199.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино PAVONERO Примитиво ди Мандурия сорт. выдерж. кр. п/ сух. (Италия) 0.75L,"2421,05","1530,99",нет,8000757005510,-36%,270102663324,21.01.2026 7:48,01_025017 - 026 018,Полусухое,red,К,74808,"173,2",613,363,"924,2",8000757005510,2421.05,2299.99,,1530.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино VESPUCCI Кьянти Классико Тоскана ординарное кр. сух. (Италия) 0.75L,"2526,39","1734,99",нет,8009620822285,-31%,270102701190,28.03.2026 0:52,025017 - 026016,Сухое,red,Ш,80444,"2025,5","1334,5","2379,7","1694,9",8009620822285,2526.39,2399.99,,1734.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино MONGRANA DOC Тоскана выдерж. кр. сух. (Италия) 0. 75L,"3684,29","2499,99",нет,8031481003435,-32%,270102711329,28.03.2026 0:52,,Сухое,red,Ш,80444,"2062,8","601,3","2410,7","1023,8",8031481003435,3684.20,3499.99,,2499.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино LUMA Сира Сицилия сорт. ординар. кр. п/ сух. (Италия) 0. 75L,"2475,79","2039,99",нет,8005374000436,-17%,270102663335,01.02.2026 2:21,026005 - 026007,Полусухое,red,Ш,80444,"259,7","1729,9","490,7","1999,4",8005374000436,2475.79,2351.99,,2039.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино LUCCARELLI Негроамаро Луккарелли Пулия сорт. ордин. кр. п/ сух. (Италия) 0. 75L,"2631,59","1699,99",нет,8019873924551,-35%,270102729890,01.04.2026 3:00,025015 - 026016,Полусухое,red,Ш,80444,"178,9","965,7","360,2","1253,8",8019873924551,2631.59,2499.99,,1699.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино CANTINA DIOMEDE LAMA DI PIETRA Неро ди Троя Пулия сорт. орд. кр. п/сух (Италия) 0. 75L,"2526,31","1733,99",нет,8032758710537,-31%,270102586141,14.01.2026 15:58,025017 - 025015,Полусухое,red,Ш,80444,182,"353,5","383,1","647,3",8032758710537,2526.31,2399.99,,1733.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино FADO Фадо Резерва выдерж. кр. сух. (Португалия) 0. 75L,"2526,31","1835,99",нет,5600353670193,-27%,270103553840,,025017 - 026016,Сухое,red,К,86388,"2018,1",1582,"2353,7","1892,4",5600353670193,2526.31,2399.99,,1835.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино SAN VALENTIN Гарнача кр. сух. (Испания) 0. 75L,"1473,63","1099,99",нет,,-25%,270103031659,,,Сухое,red,К,86388,"2041,4","839,1","2398,3","1211,5",,,,,,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино MATSU EI Recio выдерж. кр. сух. (Испания) 0. 75L,"3413,68","2794,99",нет,8437008695891,-18%,270103448126,,01_025015 - 026016,Сухое,red,Ш,86388,"2070,5","28,2","2404,2","396,8",8437008695891,3413.68,3242.99,,2794.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино PECCATORE Пеккаторе Дору выдерж. кр. сух. (Португалия) 0. 75L,"1684,2","1223,99",нет,5604242009491,-27%,270103445734,12.02.2026 4:02,нет ,Сухое,red,нет,86388,"278,1","1525,8","479,8","1816,8",5604242009491,1684.20,1599.99,,1223.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино PORTAL DEL MONTSANT Сантес кр. сух. (Испания) 0. 75L,"2631,57","1699,99",нет,8437008807546,-35%,270103709967,13.10.2025 12:12,026005 - 026013,Сухое,red,Ш,86388,"210,2","1029,2","396,4","1327,9",8437008807546,2631.57,,,1699.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино MUCHO MAS кр. п/ сух. (Испания) 0. 75L,"1513,69","1199,99",нет,8410702068468,-20%,270103722683,,01_025015 - 026016,Полусухое,red,К,86388,"202,4","676,1","388,6","986,5",8410702068468,1513.69,1437.99,,1199.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино ROQUETA Эстасьонес Темпранильо орд. сорт. кр. сух. (Испания) 0. 75L,"999,99","785,99",нет,8411106085310,-21%,270103740229,,026017 - 026013,Сухое,red,К,86388,"245,1","63,1","460,4","371,6",8411106085310,999.99,949.99,,785.99,нет,нет,нет,нет,нет,нет
26_12-20.mp4,Вино SATIS DEI VDT Кастилья кр. сух. (Испания) 0. 75L,"1789,47","1239,99",нет,8436033846674,-30%,270103573328,25.01.2026 0:58,025017 - 026016,Сухое,red,К,87976,"261,7","28,5","464,6","334,8",8436033846674,1789.47,1699.99,,1239.99,нет,нет,нет,нет,нет,нет
